unit_id,received_dttm,predicted_response_time_seconds,actual_response_time_seconds,call_type,call_type_group,original_priority,unit_type,station_area,battalion,neighborhood_district,zipcode_of_incident,on_scene_dttm,raw_predict_payload,normalized_predict_payload,raw_actual_payload,normalized_actual_payload
AM118,2026-02-17T21:47:18.000,843.4881,1628,Medical Incident,Non Life-threatening,2,PRIVATE,6,B05,Castro/Upper Market,94114,2026-02-17T22:14:26.000,"{""unit_id"": ""AM118"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-17T21:47:18.000"", ""zipcode_of_incident"": ""94114"", ""battalion"": ""B05"", ""station_area"": ""6"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""PRIVATE"", ""neighborhood_district"": ""Castro/Upper Market""}","{""unit_id"": ""AM118"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-17T21:47:18.000"", ""zipcode_of_incident"": ""94114"", ""battalion"": ""B05"", ""station_area"": ""6"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""PRIVATE"", ""neighborhood_district"": ""Castro/Upper Market""}","{""unit_id"": ""AM118"", ""received_dttm"": ""2026-02-17T21:47:18.000"", ""on_scene_dttm"": ""2026-02-17T22:14:26.000""}","{""unit_id"": ""AM118"", ""received_dttm"": ""2026-02-17T21:47:18.000"", ""on_scene_dttm"": ""2026-02-17T22:14:26.000""}"
E35,2026-02-09T01:56:15.000,697.96515,828,Medical Incident,Potentially Life-Threatening,2,ENGINE,35,B03,Financial District/South Beach,94105,2026-02-09T02:10:03.000,"{""unit_id"": ""E35"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-09T01:56:15.000"", ""zipcode_of_incident"": ""94105"", ""battalion"": ""B03"", ""station_area"": ""35"", ""original_priority"": ""2"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Financial District/South Beach""}","{""unit_id"": ""E35"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-09T01:56:15.000"", ""zipcode_of_incident"": ""94105"", ""battalion"": ""B03"", ""station_area"": ""35"", ""original_priority"": ""2"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Financial District/South Beach""}","{""unit_id"": ""E35"", ""received_dttm"": ""2026-02-09T01:56:15.000"", ""on_scene_dttm"": ""2026-02-09T02:10:03.000""}","{""unit_id"": ""E35"", ""received_dttm"": ""2026-02-09T01:56:15.000"", ""on_scene_dttm"": ""2026-02-09T02:10:03.000""}"
M554,2026-02-18T09:30:40.000,907.39136,823,Medical Incident,Non Life-threatening,2,MEDIC,15,B09,Oceanview/Merced/Ingleside,94112,2026-02-18T09:44:23.000,"{""unit_id"": ""M554"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-18T09:30:40.000"", ""zipcode_of_incident"": ""94112"", ""battalion"": ""B09"", ""station_area"": ""15"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Oceanview/Merced/Ingleside""}","{""unit_id"": ""M554"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-18T09:30:40.000"", ""zipcode_of_incident"": ""94112"", ""battalion"": ""B09"", ""station_area"": ""15"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Oceanview/Merced/Ingleside""}","{""unit_id"": ""M554"", ""received_dttm"": ""2026-02-18T09:30:40.000"", ""on_scene_dttm"": ""2026-02-18T09:44:23.000""}","{""unit_id"": ""M554"", ""received_dttm"": ""2026-02-18T09:30:40.000"", ""on_scene_dttm"": ""2026-02-18T09:44:23.000""}"
AM112,2026-03-23T16:30:30.000,550.9712,1101,Medical Incident,Non Life-threatening,3,PRIVATE,13,B01,Financial District/South Beach,94104,2026-03-23T16:48:51.000,"{""unit_id"": ""AM112"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-23T16:30:30.000"", ""zipcode_of_incident"": ""94104"", ""battalion"": ""B01"", ""station_area"": ""13"", ""original_priority"": ""3"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""PRIVATE"", ""neighborhood_district"": ""Financial District/South Beach""}","{""unit_id"": ""AM112"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-23T16:30:30.000"", ""zipcode_of_incident"": ""94104"", ""battalion"": ""B01"", ""station_area"": ""13"", ""original_priority"": ""3"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""PRIVATE"", ""neighborhood_district"": ""Financial District/South Beach""}","{""unit_id"": ""AM112"", ""received_dttm"": ""2026-03-23T16:30:30.000"", ""on_scene_dttm"": ""2026-03-23T16:48:51.000""}","{""unit_id"": ""AM112"", ""received_dttm"": ""2026-03-23T16:30:30.000"", ""on_scene_dttm"": ""2026-03-23T16:48:51.000""}"
M576,2026-03-06T10:37:59.000,845.71716,508,Medical Incident,Non Life-threatening,2,MEDIC,3,B02,Tenderloin,94109,2026-03-06T10:46:27.000,"{""unit_id"": ""M576"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-06T10:37:59.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B02"", ""station_area"": ""3"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Tenderloin""}","{""unit_id"": ""M576"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-06T10:37:59.000"", ""zipcode_of_incident"": ""94109"", ""battalion"": ""B02"", ""station_area"": ""3"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Tenderloin""}","{""unit_id"": ""M576"", ""received_dttm"": ""2026-03-06T10:37:59.000"", ""on_scene_dttm"": ""2026-03-06T10:46:27.000""}","{""unit_id"": ""M576"", ""received_dttm"": ""2026-03-06T10:37:59.000"", ""on_scene_dttm"": ""2026-03-06T10:46:27.000""}"
E01,2026-03-11T11:19:12.000,435.073,243,Alarms,Alarm,3,ENGINE,1,B03,South of Market,94103,2026-03-11T11:23:15.000,"{""unit_id"": ""E01"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-11T11:19:12.000"", ""zipcode_of_incident"": ""94103"", ""battalion"": ""B03"", ""station_area"": ""1"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""South of Market""}","{""unit_id"": ""E01"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-03-11T11:19:12.000"", ""zipcode_of_incident"": ""94103"", ""battalion"": ""B03"", ""station_area"": ""1"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""South of Market""}","{""unit_id"": ""E01"", ""received_dttm"": ""2026-03-11T11:19:12.000"", ""on_scene_dttm"": ""2026-03-11T11:23:15.000""}","{""unit_id"": ""E01"", ""received_dttm"": ""2026-03-11T11:19:12.000"", ""on_scene_dttm"": ""2026-03-11T11:23:15.000""}"
E11,2026-03-30T11:39:06.000,464.81094,326,Traffic Collision,Potentially Life-Threatening,3,ENGINE,11,B06,Noe Valley,94110,2026-03-30T11:44:32.000,"{""unit_id"": ""E11"", ""call_type"": ""Traffic Collision"", ""received_dttm"": ""2026-03-30T11:39:06.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""11"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Noe Valley""}","{""unit_id"": ""E11"", ""call_type"": ""Traffic Collision"", ""received_dttm"": ""2026-03-30T11:39:06.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B06"", ""station_area"": ""11"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Noe Valley""}","{""unit_id"": ""E11"", ""received_dttm"": ""2026-03-30T11:39:06.000"", ""on_scene_dttm"": ""2026-03-30T11:44:32.000""}","{""unit_id"": ""E11"", ""received_dttm"": ""2026-03-30T11:39:06.000"", ""on_scene_dttm"": ""2026-03-30T11:44:32.000""}"
E08,2026-02-06T00:01:29.000,439.61563,348,Medical Incident,Potentially Life-Threatening,3,ENGINE,8,B03,South of Market,94107,2026-02-06T00:07:17.000,"{""unit_id"": ""E08"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-06T00:01:29.000"", ""zipcode_of_incident"": ""94107"", ""battalion"": ""B03"", ""station_area"": ""8"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""South of Market""}","{""unit_id"": ""E08"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-06T00:01:29.000"", ""zipcode_of_incident"": ""94107"", ""battalion"": ""B03"", ""station_area"": ""8"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""South of Market""}","{""unit_id"": ""E08"", ""received_dttm"": ""2026-02-06T00:01:29.000"", ""on_scene_dttm"": ""2026-02-06T00:07:17.000""}","{""unit_id"": ""E08"", ""received_dttm"": ""2026-02-06T00:01:29.000"", ""on_scene_dttm"": ""2026-02-06T00:07:17.000""}"
M590,2026-03-08T04:38:10.000,398.34827,541,Medical Incident,Potentially Life-Threatening,A,MEDIC,7,B02,Mission,94110,2026-03-08T04:47:11.000,"{""unit_id"": ""M590"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-08T04:38:10.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B02"", ""station_area"": ""7"", ""original_priority"": ""A"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""M590"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-08T04:38:10.000"", ""zipcode_of_incident"": ""94110"", ""battalion"": ""B02"", ""station_area"": ""7"", ""original_priority"": ""A"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Mission""}","{""unit_id"": ""M590"", ""received_dttm"": ""2026-03-08T04:38:10.000"", ""on_scene_dttm"": ""2026-03-08T04:47:11.000""}","{""unit_id"": ""M590"", ""received_dttm"": ""2026-03-08T04:38:10.000"", ""on_scene_dttm"": ""2026-03-08T04:47:11.000""}"
M591,2026-01-15T14:43:41.000,394.8097,1048,Medical Incident,Potentially Life-Threatening,3,MEDIC,12,B05,Inner Sunset,94131,2026-01-15T15:01:09.000,"{""unit_id"": ""M591"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-15T14:43:41.000"", ""zipcode_of_incident"": ""94131"", ""battalion"": ""B05"", ""station_area"": ""12"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Inner Sunset""}","{""unit_id"": ""M591"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-15T14:43:41.000"", ""zipcode_of_incident"": ""94131"", ""battalion"": ""B05"", ""station_area"": ""12"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Inner Sunset""}","{""unit_id"": ""M591"", ""received_dttm"": ""2026-01-15T14:43:41.000"", ""on_scene_dttm"": ""2026-01-15T15:01:09.000""}","{""unit_id"": ""M591"", ""received_dttm"": ""2026-01-15T14:43:41.000"", ""on_scene_dttm"": ""2026-01-15T15:01:09.000""}"
M530,2026-01-22T03:33:08.000,485.40372,716,Medical Incident,Potentially Life-Threatening,3,MEDIC,34,B07,Outer Richmond,94121,2026-01-22T03:45:04.000,"{""unit_id"": ""M530"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-22T03:33:08.000"", ""zipcode_of_incident"": ""94121"", ""battalion"": ""B07"", ""station_area"": ""34"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Outer Richmond""}","{""unit_id"": ""M530"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-22T03:33:08.000"", ""zipcode_of_incident"": ""94121"", ""battalion"": ""B07"", ""station_area"": ""34"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Outer Richmond""}","{""unit_id"": ""M530"", ""received_dttm"": ""2026-01-22T03:33:08.000"", ""on_scene_dttm"": ""2026-01-22T03:45:04.000""}","{""unit_id"": ""M530"", ""received_dttm"": ""2026-01-22T03:33:08.000"", ""on_scene_dttm"": ""2026-01-22T03:45:04.000""}"
M513,2026-03-08T13:46:39.000,926.5883,738,Medical Incident,Non Life-threatening,2,MEDIC,42,B09,Portola,94134,2026-03-08T13:58:57.000,"{""unit_id"": ""M513"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-08T13:46:39.000"", ""zipcode_of_incident"": ""94134"", ""battalion"": ""B09"", ""station_area"": ""42"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Portola""}","{""unit_id"": ""M513"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-08T13:46:39.000"", ""zipcode_of_incident"": ""94134"", ""battalion"": ""B09"", ""station_area"": ""42"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Portola""}","{""unit_id"": ""M513"", ""received_dttm"": ""2026-03-08T13:46:39.000"", ""on_scene_dttm"": ""2026-03-08T13:58:57.000""}","{""unit_id"": ""M513"", ""received_dttm"": ""2026-03-08T13:46:39.000"", ""on_scene_dttm"": ""2026-03-08T13:58:57.000""}"
B09,2026-03-16T23:31:39.000,461.68777,429,Structure Fire / Smoke in Building,Fire,3,CHIEF,43,B09,Visitacion Valley,94134,2026-03-16T23:38:48.000,"{""unit_id"": ""B09"", ""call_type"": ""Structure Fire / Smoke in Building"", ""received_dttm"": ""2026-03-16T23:31:39.000"", ""zipcode_of_incident"": ""94134"", ""battalion"": ""B09"", ""station_area"": ""43"", ""original_priority"": ""3"", ""call_type_group"": ""Fire"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""Visitacion Valley""}","{""unit_id"": ""B09"", ""call_type"": ""Structure Fire / Smoke in Building"", ""received_dttm"": ""2026-03-16T23:31:39.000"", ""zipcode_of_incident"": ""94134"", ""battalion"": ""B09"", ""station_area"": ""43"", ""original_priority"": ""3"", ""call_type_group"": ""Fire"", ""unit_type"": ""CHIEF"", ""neighborhood_district"": ""Visitacion Valley""}","{""unit_id"": ""B09"", ""received_dttm"": ""2026-03-16T23:31:39.000"", ""on_scene_dttm"": ""2026-03-16T23:38:48.000""}","{""unit_id"": ""B09"", ""received_dttm"": ""2026-03-16T23:31:39.000"", ""on_scene_dttm"": ""2026-03-16T23:38:48.000""}"
M576,2026-02-28T00:42:48.000,831.1308,766,Medical Incident,Non Life-threatening,A,MEDIC,43,B09,Excelsior,94112,2026-02-28T00:55:34.000,"{""unit_id"": ""M576"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-28T00:42:48.000"", ""zipcode_of_incident"": ""94112"", ""battalion"": ""B09"", ""station_area"": ""43"", ""original_priority"": ""A"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Excelsior""}","{""unit_id"": ""M576"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-28T00:42:48.000"", ""zipcode_of_incident"": ""94112"", ""battalion"": ""B09"", ""station_area"": ""43"", ""original_priority"": ""A"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Excelsior""}","{""unit_id"": ""M576"", ""received_dttm"": ""2026-02-28T00:42:48.000"", ""on_scene_dttm"": ""2026-02-28T00:55:34.000""}","{""unit_id"": ""M576"", ""received_dttm"": ""2026-02-28T00:42:48.000"", ""on_scene_dttm"": ""2026-02-28T00:55:34.000""}"
E23,2026-02-27T09:43:11.000,501.93692,323,Medical Incident,Potentially Life-Threatening,3,ENGINE,23,B08,Sunset/Parkside,94122,2026-02-27T09:48:34.000,"{""unit_id"": ""E23"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-27T09:43:11.000"", ""zipcode_of_incident"": ""94122"", ""battalion"": ""B08"", ""station_area"": ""23"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Sunset/Parkside""}","{""unit_id"": ""E23"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-27T09:43:11.000"", ""zipcode_of_incident"": ""94122"", ""battalion"": ""B08"", ""station_area"": ""23"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Sunset/Parkside""}","{""unit_id"": ""E23"", ""received_dttm"": ""2026-02-27T09:43:11.000"", ""on_scene_dttm"": ""2026-02-27T09:48:34.000""}","{""unit_id"": ""E23"", ""received_dttm"": ""2026-02-27T09:43:11.000"", ""on_scene_dttm"": ""2026-02-27T09:48:34.000""}"
E18,2026-01-13T12:13:21.000,393.53717,277,Structure Fire / Smoke in Building,Fire,3,ENGINE,40,B08,Sunset/Parkside,94122,2026-01-13T12:17:58.000,"{""unit_id"": ""E18"", ""call_type"": ""Structure Fire / Smoke in Building"", ""received_dttm"": ""2026-01-13T12:13:21.000"", ""zipcode_of_incident"": ""94122"", ""battalion"": ""B08"", ""station_area"": ""40"", ""original_priority"": ""3"", ""call_type_group"": ""Fire"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Sunset/Parkside""}","{""unit_id"": ""E18"", ""call_type"": ""Structure Fire / Smoke in Building"", ""received_dttm"": ""2026-01-13T12:13:21.000"", ""zipcode_of_incident"": ""94122"", ""battalion"": ""B08"", ""station_area"": ""40"", ""original_priority"": ""3"", ""call_type_group"": ""Fire"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Sunset/Parkside""}","{""unit_id"": ""E18"", ""received_dttm"": ""2026-01-13T12:13:21.000"", ""on_scene_dttm"": ""2026-01-13T12:17:58.000""}","{""unit_id"": ""E18"", ""received_dttm"": ""2026-01-13T12:13:21.000"", ""on_scene_dttm"": ""2026-01-13T12:17:58.000""}"
AM116,2026-02-19T22:00:20.000,908.48737,871,Medical Incident,Non Life-threatening,2,PRIVATE,15,B09,West of Twin Peaks,94112,2026-02-19T22:14:51.000,"{""unit_id"": ""AM116"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-19T22:00:20.000"", ""zipcode_of_incident"": ""94112"", ""battalion"": ""B09"", ""station_area"": ""15"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""PRIVATE"", ""neighborhood_district"": ""West of Twin Peaks""}","{""unit_id"": ""AM116"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-02-19T22:00:20.000"", ""zipcode_of_incident"": ""94112"", ""battalion"": ""B09"", ""station_area"": ""15"", ""original_priority"": ""2"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""PRIVATE"", ""neighborhood_district"": ""West of Twin Peaks""}","{""unit_id"": ""AM116"", ""received_dttm"": ""2026-02-19T22:00:20.000"", ""on_scene_dttm"": ""2026-02-19T22:14:51.000""}","{""unit_id"": ""AM116"", ""received_dttm"": ""2026-02-19T22:00:20.000"", ""on_scene_dttm"": ""2026-02-19T22:14:51.000""}"
T06,2026-03-09T10:30:22.000,483.06607,335,Medical Incident,Non Life-threatening,3,TRUCK,6,B05,Castro/Upper Market,94114,2026-03-09T10:35:57.000,"{""unit_id"": ""T06"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-09T10:30:22.000"", ""zipcode_of_incident"": ""94114"", ""battalion"": ""B05"", ""station_area"": ""6"", ""original_priority"": ""3"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Castro/Upper Market""}","{""unit_id"": ""T06"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-09T10:30:22.000"", ""zipcode_of_incident"": ""94114"", ""battalion"": ""B05"", ""station_area"": ""6"", ""original_priority"": ""3"", ""call_type_group"": ""Non Life-threatening"", ""unit_type"": ""TRUCK"", ""neighborhood_district"": ""Castro/Upper Market""}","{""unit_id"": ""T06"", ""received_dttm"": ""2026-03-09T10:30:22.000"", ""on_scene_dttm"": ""2026-03-09T10:35:57.000""}","{""unit_id"": ""T06"", ""received_dttm"": ""2026-03-09T10:30:22.000"", ""on_scene_dttm"": ""2026-03-09T10:35:57.000""}"
M560,2026-01-14T21:28:20.000,395.94363,771,Medical Incident,Potentially Life-Threatening,3,MEDIC,3,B02,Tenderloin,94102,2026-01-14T21:41:11.000,"{""unit_id"": ""M560"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-14T21:28:20.000"", ""zipcode_of_incident"": ""94102"", ""battalion"": ""B02"", ""station_area"": ""3"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Tenderloin""}","{""unit_id"": ""M560"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-01-14T21:28:20.000"", ""zipcode_of_incident"": ""94102"", ""battalion"": ""B02"", ""station_area"": ""3"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Tenderloin""}","{""unit_id"": ""M560"", ""received_dttm"": ""2026-01-14T21:28:20.000"", ""on_scene_dttm"": ""2026-01-14T21:41:11.000""}","{""unit_id"": ""M560"", ""received_dttm"": ""2026-01-14T21:28:20.000"", ""on_scene_dttm"": ""2026-01-14T21:41:11.000""}"
E34,2026-03-21T12:32:28.000,491.55823,461,Medical Incident,Potentially Life-Threatening,3,ENGINE,34,B07,Golden Gate Park,94122,2026-03-21T12:40:09.000,"{""unit_id"": ""E34"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-21T12:32:28.000"", ""zipcode_of_incident"": ""94122"", ""battalion"": ""B07"", ""station_area"": ""34"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Golden Gate Park""}","{""unit_id"": ""E34"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-21T12:32:28.000"", ""zipcode_of_incident"": ""94122"", ""battalion"": ""B07"", ""station_area"": ""34"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Golden Gate Park""}","{""unit_id"": ""E34"", ""received_dttm"": ""2026-03-21T12:32:28.000"", ""on_scene_dttm"": ""2026-03-21T12:40:09.000""}","{""unit_id"": ""E34"", ""received_dttm"": ""2026-03-21T12:32:28.000"", ""on_scene_dttm"": ""2026-03-21T12:40:09.000""}"
M556,2026-03-31T10:22:04.000,856.0041,1032,Medical Incident,Potentially Life-Threatening,2,MEDIC,21,B07,Golden Gate Park,94118,2026-03-31T10:39:16.000,"{""unit_id"": ""M556"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-31T10:22:04.000"", ""zipcode_of_incident"": ""94118"", ""battalion"": ""B07"", ""station_area"": ""21"", ""original_priority"": ""2"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Golden Gate Park""}","{""unit_id"": ""M556"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-31T10:22:04.000"", ""zipcode_of_incident"": ""94118"", ""battalion"": ""B07"", ""station_area"": ""21"", ""original_priority"": ""2"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""MEDIC"", ""neighborhood_district"": ""Golden Gate Park""}","{""unit_id"": ""M556"", ""received_dttm"": ""2026-03-31T10:22:04.000"", ""on_scene_dttm"": ""2026-03-31T10:39:16.000""}","{""unit_id"": ""M556"", ""received_dttm"": ""2026-03-31T10:22:04.000"", ""on_scene_dttm"": ""2026-03-31T10:39:16.000""}"
E11,2026-01-08T23:17:44.000,467.34723,334,Alarms,Alarm,3,ENGINE,11,B06,Noe Valley,94114,2026-01-08T23:23:18.000,"{""unit_id"": ""E11"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-01-08T23:17:44.000"", ""zipcode_of_incident"": ""94114"", ""battalion"": ""B06"", ""station_area"": ""11"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Noe Valley""}","{""unit_id"": ""E11"", ""call_type"": ""Alarms"", ""received_dttm"": ""2026-01-08T23:17:44.000"", ""zipcode_of_incident"": ""94114"", ""battalion"": ""B06"", ""station_area"": ""11"", ""original_priority"": ""3"", ""call_type_group"": ""Alarm"", ""unit_type"": ""ENGINE"", ""neighborhood_district"": ""Noe Valley""}","{""unit_id"": ""E11"", ""received_dttm"": ""2026-01-08T23:17:44.000"", ""on_scene_dttm"": ""2026-01-08T23:23:18.000""}","{""unit_id"": ""E11"", ""received_dttm"": ""2026-01-08T23:17:44.000"", ""on_scene_dttm"": ""2026-01-08T23:23:18.000""}"
AM116,2026-03-26T02:29:41.000,526.2344,1005,Medical Incident,Potentially Life-Threatening,3,PRIVATE,32,B09,Excelsior,94112,2026-03-26T02:46:26.000,"{""unit_id"": ""AM116"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-26T02:29:41.000"", ""zipcode_of_incident"": ""94112"", ""battalion"": ""B09"", ""station_area"": ""32"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""PRIVATE"", ""neighborhood_district"": ""Excelsior""}","{""unit_id"": ""AM116"", ""call_type"": ""Medical Incident"", ""received_dttm"": ""2026-03-26T02:29:41.000"", ""zipcode_of_incident"": ""94112"", ""battalion"": ""B09"", ""station_area"": ""32"", ""original_priority"": ""3"", ""call_type_group"": ""Potentially Life-Threatening"", ""unit_type"": ""PRIVATE"", ""neighborhood_district"": ""Excelsior""}","{""unit_id"": ""AM116"", ""received_dttm"": ""2026-03-26T02:29:41.000"", ""on_scene_dttm"": ""2026-03-26T02:46:26.000""}","{""unit_id"": ""AM116"", ""received_dttm"": ""2026-03-26T02:29:41.000"", ""on_scene_dttm"": ""2026-03-26T02:46:26.000""}"
